,company,car,tream,kilometer,year,price
12148,nissan,maxima,ir-at,113000,1385,598000000
12149,pride,111,se,70000,1398,125000000
12150,mercedes,benz,e-class-e250,34000,2016,-1
12151,nissan,zamyad,pickup-cng,0,1400,-1
12152,haima,s7,1.8l-turbo-plus,0,1400,825000000
12153,samand,x7,,500000,1385,-1
12154,samand,lx,basic,158000,1392,130000000
12155,peugeot,206,ir-type5,78000,1396,225000000
12156,bmw,3,series-sedan-330i,95000,2010,1000000000
12157,saina,ex,mt,74000,1395,120000000
12158,peugeot,207,mt,151000,1390,198000000
12159,nissan,zamyad,pickup-gas,0,1400,-1
12160,mazda,3,sedan-2.0l-type4,88000,1394,839000000
12161,samand,lx,basic,20700,1398,202000000
12162,kia,optima,basic,80000,2015,1100000000
12163,quick,manual,r,0,1400,174000000
12164,kia,cerato,ir-2000-optional,26000,1397,760000000
12165,hyundai,i20,,100000,2014,500000000
12166,peugeot,pars,lx,9000,1400,297000000
12167,toyota,camry,glx,225000,2007,-1
12168,hyundai,i20,ir,0,1397,-1
12169,peugeot,206,ir-type2,9000,1399,225000000
12170,peugeot,206,ir-type2,40000,1397,205000000
12171,dena,,,89000,1395,238000000
12172,toyota,hilux,high-mt,50000,2016,-1
12173,volvo,xc90,r-design,70000,2017,-1
12174,toyota,aurion,grande,58500,2013,1680000000
12175,toyota,landcruiser,4door-v6-4000cc,80000,2013,6300000000
12176,citroen,c3,ir,35000,1397,845000000
12177,hyundai,sonata,4cyl-automatic,150000,2014,960000000
12178,volvo,xc90,r-design,60000,2017,-1
12179,ford,transit,,240000,2008,-1
12180,lexus,rx,350,180000,2010,1700000000
12181,lexus,nx,200t-f-sport,20000,2017,3350000000
12182,bmw,5,series-sedan-530i,15000,2017,4500000000
12183,peugeot,2008,,40000,1397,830000000
12184,dena,plus,turbo-automatic,0,1400,-1
12185,bmw,x3,28,20000,2017,3850000000
12186,volvo,xc90,inscription,65000,2017,5200000000
12187,hyundai,santafe,ix45-2400cc,45000,2017,-1
12188,lexus,nx,hybrid-300h-f-sport,60000,2017,-1
12189,peugeot,207sd,at,6500,1398,378000000
12190,bmw,x4,28,45000,2017,4200000000
12191,hyundai,sonata,4cyl-automatic,120000,2008,600000000
12192,besturn,b30,at,87000,1397,417000000
12193,quick,manual,r,0,1400,173000000
12194,peugeot,2008,,40000,1398,720000000
12195,jac,s5,at-2000,0,1399,-1
12196,renault,koleos,,10000,2017,1930000000
12197,hyundai,santafe,ix45-3500cc,64000,2016,-1
12198,haima,s7,1.8l-turbo,0,1399,795000000
12199,ssang,yong,tivoli-armour,0,2018,930000000
12200,peugeot,207,at,144000,1390,237000000
12201,kia,sorento,gtline,67000,2017,2100000000
12202,hyundai,tucson,ix35-2.4l,93000,2012,-1
12203,pazhan,4doors,,100000,1380,210000000
12204,peugeot,405,glx,116000,1394,-1
12205,dena,plus,basic-manual,0,1400,-1
12206,peugeot,207sd,mt,0,1399,330000000
12207,peugeot,207,at,101000,1396,297000000
12208,bmw,2,series-activetourer-218i,54000,2017,2550000000
12209,peugeot,pars,lx,108000,1392,162000000
12210,bmw,4,series-grancoupe-428i,60000,2016,3000000000
12211,toyota,camry,glx,225000,2007,-1
12212,changan,cs35,ir,60000,1398,440000000
12213,shahin,g,,0,1400,349000000
12214,mvm,x33,at,65000,1394,-1
12215,besturn,b30,at,45000,1397,-1
12216,kia,optima,basic,160000,2013,880000000
12217,renault,talisman,e3,45000,2017,-1
12218,hyundai,santafe,ix45-2400cc,114000,2014,1090000000
12219,peugeot,206,ir-type2,230000,1382,69000000
12220,mg,6,magnette,160000,2012,375000000
12221,peugeot,206sd,v9,145000,1390,-1
12222,nissan,roniz,,230000,1386,-1
12223,hyundai,tucson,ix35-2.7l,88000,2009,690000000
12224,hyundai,santafe,ix45-2400cc,19000,2017,-1
12225,samand,lx,basic,190000,1393,135000000
12226,ssang,yong,tivoli-ir-solar,0,1400,-1
12227,samand,lx,basic,80000,1390,-1
12228,bmw,5,series-sedan-520i,19000,2005,1250000000
12229,peugeot,rdi,,100000,1383,42000000
12230,peugeot,207sd,at,27000,1397,-1
12231,jac,s5,at-2000,90000,1396,550000000
12232,hyundai,sonata,hybrid-gls,0,2017,-1
12233,mazda,3,sedan-2.0l-type4,6500,1398,1100000000
12234,jac,s5,at-2000,90000,1395,520000000
12235,peugeot,206,ir-type2,330000,1381,72000000
12236,mitsubishi,lancer,1.8-at,35000,2018,-1
12237,lexus,nx,hybrid-300h-f-sport,20000,2017,-1
12238,lexus,nx,hybrid-300h-f-sport,25000,2016,-1
12239,lexus,nx,hybrid-300h-f-sport,30000,2016,-1
12240,lexus,nx,hybrid-300h-f-sport,35000,2017,-1
12241,lexus,nx,200t-f-sport,28000,2017,-1
12242,lexus,nx,hybrid-300h,38000,2017,-1
12243,lexus,nx,200t-f-sport,20000,2017,-1
12244,renault,tondar90,e1,252000,1390,165000000
12245,peugeot,207,mt,0,1400,-1
12246,kia,cerato,ir-2000-optional,18300,1397,775000000
12247,renault,koleos,,116000,2014,870000000
12248,hyundai,sonata,4cyl-automatic,186000,2008,550000000
12249,toyota,landcruiser,4door-v6-4500cc,255000,2007,-1
12250,samand,lx,ef7-cng,34000,1398,-1
12251,peugeot,207,at,63000,1396,305000000
12252,kia,cerato,ir-2000-optional,74000,1396,657000000
12253,lifan,x60,at,33000,1395,330000000
12254,toyota,camry,hybrid-xle,86000,2016,1730000000
12255,renault,sandero,stepway-at,0,1397,520000000
12256,hyundai,santafe,ix45-2400cc,111000,2015,1250000000
12257,hyundai,genesis,,112000,2012,1320000000
12258,lexus,es,350,163000,2010,1350000000
12259,renault,talisman,e3,5000,2017,-1
12260,brilliance,h330,at-1.65,0,1400,-1
12261,brilliance,h320,at-1.65,0,1400,-1
12262,peugeot,pars,lx,0,1400,-1
12263,peugeot,207,at,0,1400,-1
12264,mvm,315,hatchback-sport,0,1399,-1
12265,peugeot,207,manual-panorama,0,1400,365000000
12266,peugeot,pars,cng,0,1399,310000000
12267,hyundai,i20,,78000,2015,538000000
12268,volkswagen,golf,basic,287000,1992,100000000
12269,peugeot,207,automatic-panorama,0,1400,450000000
12270,peugeot,206,ir-type2,19800,1397,215000000
12271,mg,360,at-turbo,0,1397,500000000
12272,peugeot,206,ir-type5,7000,1399,275000000
12273,renault,megan,ir-2000,101000,1391,395000000
12274,hyundai,elantra,2.0l,0,2018,-1
12275,hyundai,santafe,ix45-2700cc,165000,2011,-1
12276,pride,111,se,0,1396,115000000
12277,peugeot,405,glx,282000,1385,81000000
12278,peugeot,508,gtline,16000,2017,1550000000
12279,toyota,corolla,xli,57000,2013,980000000
12280,hyundai,sonata,4cyl-automatic,180000,2009,600000000
12281,peugeot,206sd,v8,0,1399,-1
12282,quick,manual,r,0,1400,173500000
12283,swm,g01,,0,1400,-1
12284,dena,plus,turbo-automatic,0,1399,455000000
12285,bmw,4,series-convertible-428i,70000,2015,2800000000
12286,bmw,5,series-sedan-528i,105000,2013,2100000000
12287,quick,at,full-plus,0,1400,-1
12288,peugeot,pars,mt,115000,1392,141000000
12289,bmw,x4,28,70000,2016,3700000000
12290,toyota,prado,4doors-6cylinder,167000,2007,1940000000
12291,lexus,rx,350,167000,2012,2150000000
12292,mazda,3,sedan-2.0l-type3,40000,1390,695000000
12293,hyundai,santafe,ix45-2400cc,134000,2015,1360000000
12294,hyundai,elantra,1.8l,160000,2015,850000000
12295,toyota,rav4,4wd,58000,2014,1580000000
12296,samand,lx,ef7,58000,1396,193000000
12297,mercedes,benz,e-class-e250,69000,2016,-1
12298,peugeot,207,at,0,1400,427000000
12299,pazhan,pickup2cab,,51000,1390,-1
12300,mitsubishi,asx,type4,158000,2012,780000000
12301,toyota,prado,4doors-4cylinder,95000,2005,-1
12302,quick,manual,,0,1400,165000000
12303,peugeot,207,mt,0,1400,-1
12304,lifan,520,,240000,1388,90000000
12305,haima,s7,1.8l-turbo,0,1399,755000000
12306,mitsubishi,outlander,type3,130000,2015,1030000000
12307,renault,koleos,,26000,2018,2150000000
12308,toyota,camry,gl,203000,2007,530000000
12309,toyota,camry,glx,203000,2012,1300000000
12310,mercedes,benz,e-class-e250,100000,2014,3090000000
12311,toyota,camry,hybrid-xle,168000,2015,1270000000
12312,renault,koleos,,0,2018,-1
12313,peugeot,206,ir-type5,50000,1398,250000000
12314,pride,131,se,103000,1395,105000000
12315,van,vana,,27000,1397,610000000
12316,pride,131,se,100000,1394,-1
12317,mvm,110s,luxury,147000,1395,102800000
12318,peugeot,206,ir-type2,6000,1399,232000000
12319,quick,manual,r,0,1400,176500000
12320,nissan,x,trail,0,2018,-1
12321,dena,plus,turbo-automatic,0,1400,-1
12322,toyota,prado,4doors-6cylinderonroad,230000,2010,-1
12323,hyundai,santafe,ix45-3500cc,125000,2014,1035000000
12324,samand,x7,,140000,1385,200000000
12325,hyundai,i30,,178000,2010,485000000
12326,peugeot,206sd,v8,63000,1397,245000000
12327,kia,sportage,basic,82000,2015,-1
12328,kia,sportage,basic,90000,2014,-1
12329,renault,captur,,250000,2017,640000000
12330,kia,optima,basic,90000,2015,1250000000
12331,chery,tiggo5,at-excellent,144000,1396,495000000
12332,kia,optima,gtline,0,2016,1750000000
12333,tiba,hatchback,ex,66000,1397,134000000
12334,mazda,3,sedan-2.0l-type4,90000,1396,795000000
12335,mercedes,benz,c-class-c230,148000,2008,-1
12336,mercedes,benz,c-class-c200,70000,2014,1850000000
12337,hyundai,sonata,4cyl-automatic,88000,2015,1170000000
12338,peugeot,206,ir-type5,116000,1396,205000000
12339,bmw,x4,28,15000,2017,-1
12340,toyota,rav4,4wd,43000,2018,-1
12341,kia,optima,hybrid,11000,2018,-1
12342,peugeot,206,ir-type5,135600,1393,167000000
12343,peugeot,206,ir-type5,130000,1393,170000000
12344,porsche,cayenne,v6,95000,2010,1970000000
12345,peugeot,206sd,v8,6000,1399,285000000
12346,peugeot,pars,mt,12000,1399,255000000
12347,mazda,323,mt,390000,1380,125000000
12348,peugeot,roa,basic,160000,1386,54000000
12349,kia,cerato,2000,100000,2015,849000000
12350,quick,manual,r,0,1400,174000000
12351,samand,lx,basic,48000,1399,210000000
12352,hyundai,santafe,ix45-2400cc,114000,2015,1320000000
12353,renault,koleos,,119000,2017,-1
12354,peugeot,207,mt,118000,1396,225000000
12355,porsche,panamera,turbo,0,2013,-1
12356,hyundai,tucson,ix35-2.4l,70000,2014,-1
12357,hyundai,santafe,ix45-2400cc,81000,2016,-1
12358,kia,sorento,gtline,0,2018,-1
12359,hyundai,i20,,70000,2015,-1
12360,haima,s5,,26000,1397,586000000
12361,toyota,landcruiser,4door-v6-4000cc,8900,2010,-1
12362,peugeot,206sd,v8,225000,1389,145000000
12363,hyundai,veloster,,88000,2014,720000000
12364,peugeot,pars,lx,0,1400,-1
12365,peugeot,2008,,27000,1397,-1
12366,hyundai,sonata,4cyl-automatic,134000,2014,955000000
12367,peugeot,206,ir-type2,236000,1389,120000000
12368,mazda,3,sedan-2.0l-type4,119000,1396,-1
12369,volkswagen,passat,,47000,2018,2200000000
12370,dena,plus,turbo-automatic,0,1400,-1
12371,mvm,110,3cylinder,83000,1391,75000000
12372,quick,manual,r,0,1400,175000000
12373,peugeot,206,ir-type5,67000,1395,207000000
12374,mazda,3,sedan-2.0l-type4,20000,1398,980000000
12375,renault,captur,,3000,2017,-1
12376,peugeot,206,ir-type5,93000,1395,194000000
12377,nissan,patrol,im-v6-4200cc,240000,1988,-1
12378,volvo,xc60,r-design-plus,44000,2014,1840000000
12379,kmc,k7,,0,1400,-1
12380,lifan,x70,,0,1400,-1
12381,renault,sandero,at,0,1398,-1
12382,peugeot,206,ir-type6,272000,1384,130000000
12383,kia,cerato,ir-2000-optional,0,1397,900000000
12384,peugeot,206,ir-type2,133000,1394,-1
12385,hyundai,sonata,4cyl-automatic,68000,2015,1250000000
12386,lexus,gs,250,79000,2015,-1
12387,hyundai,santafe,ix45-3500cc,150000,2015,-1
12388,dena,plus,basic-manual,0,1399,365000000
12389,lexus,es,350,150000,2012,-1
12390,toyota,hilux,high-mt,97000,2013,-1
12391,kia,cerato,ir-2000-optional,51000,1397,-1
12392,peugeot,207,at,0,1400,426500000
12393,quick,manual,,0,1400,-1
12394,swm,g01,,0,1400,-1
12395,bmw,7,series-730li,16000,2017,-1
12396,jac,s5,at-2000,70000,1395,560000000
12397,brilliance,h330,at-1.65,25000,1397,375000000
12398,peugeot,207,at,11000,1399,380000000
12399,kia,cerato,2000,110000,2010,510000000
12400,hyundai,santafe,ix45-2400cc,80000,2015,1390000000
12401,pride,151,se,0,1400,151000000
12402,peugeot,207,at,0,1399,-1
12403,mazda,3,sedan-2.0l-type4,21000,1398,-1
12404,hyundai,santafe,ix45-2400cc,47000,2016,-1
12405,saina,ex,mt,0,1400,158000000
12406,mazda,3,sedan-2.0l-type4,20000,1398,-1
12407,peugeot,pars,mt,17300,1399,255000000
12408,swm,g01,,0,1400,-1
12409,swm,g01f,,0,1400,-1
12410,kia,cerato,ir-2000-optional,34000,1397,760000000
12411,peugeot,207,manual-panorama,0,1400,-1
12412,renault,talisman,e3,55000,2017,1320000000
12413,bmw,x3,28,70000,2015,-1
12414,peykan,sedan,gas,316000,1380,-1
12415,hyundai,verna,mt,510000,1383,-1
12416,tiba,sedan,plus,5000,1399,152000000
12417,renault,tondar90,e2,30000,1395,245000000
12418,mvm,315,hatchback-basic,100000,1393,160000000
12419,kia,sportage,gt-line,0,2017,-1
12420,samand,lx,basic,200000,1397,174000000
12421,peugeot,206,ir-type2,49650,1397,190000000
12422,porsche,cayenne,s,50000,2012,4300000000
12423,mercedes,benz,e-class-e250,0,2016,-1
12424,kia,cadenza,,141000,2012,1100000000
12425,peugeot,207,at,120000,1390,-1
12426,hyundai,sonata,hybrid-gls-plus,64000,2017,-1
12427,kia,sportage,gt-line,0,2017,-1
12428,kmc,k7,,0,1400,1350000000
12429,hyundai,i20,ir,43000,1397,-1
12430,haima,s7,1.8l-turbo,0,1399,750000000
12431,volkswagen,tiguan,,28000,2018,2390000000
12432,pick,up,caro-2door,100000,1393,110000000
12433,kia,cerato,koup,60000,2016,-1
12434,nissan,zamyad,pickup-cng,145000,1392,-1
12435,toyota,prado,2doors-6cylinder,180000,2007,-1
12436,nissan,patrol,2door-ir,0,1373,155000000
12437,kia,cerato,ir-2000-basic,70000,1395,565000000
12438,hyundai,santafe,ix45-2400cc,59000,2015,1450000000
12439,peugeot,207,automatic-panorama,0,1400,-1
12440,renault,koleos,,0,2018,-1
12441,kia,mohave,v6,265000,2009,1000000000
12442,bmw,5,series-sedan-520i,70000,2014,-1
12443,chevrolet,captiva,,100500,2012,-1
12444,toyota,prado,2doors-4cylinder,240000,2008,1520000000
12445,zotye,Ario,1.6l,0,1398,-1
12446,mazda,3,sedan-2.0l-type4,80000,1396,-1
12447,jac,j4,,0,1400,-1
12448,peugeot,206sd,v8,139000,1395,205000000
12449,tiba,hatchback,ex,41000,1396,135000000
12450,peugeot,2008,,0,1398,-1
12451,samand,lx,ef7,85000,1396,-1
12452,jac,s3,at,0,1400,-1
12453,kia,cerato,ir-2000-optional,31000,1397,780000000
12454,mazda,3,sedan-2.0l-type4,59000,1396,-1
12455,mvm,315,sedan-basic,130000,1394,180000000
12456,samand,lx,basic,7400,1399,217000000
12457,hyundai,santafe,ix45-2400cc,45000,2017,2000000000
12458,bmw,5,series-sedan-528i,92000,2014,2450000000
12459,hyundai,genesis,,0,2011,1250000000
12460,toyota,c,hr-hybrid,38000,2018,2050000000
12461,haima,s7,1.8l-turbo,0,1399,-1
12462,pride,131,se,34000,1398,121000000
12463,peugeot,206,ir-type2,28500,1399,220000000
12464,kia,cerato,ir-2000-optional,38000,1396,-1
12465,samand,lx,basic,163000,1388,106000000
12466,kia,optima,hybrid,0,2018,-1
12467,jac,s5,mt-2000,120000,1394,415000000
12468,saina,ex,mt,0,1400,-1
12469,peugeot,pars,lx,0,1400,315500000
12470,renault,pars,tondar,73000,1396,297000000
12471,peugeot,pars,mt,2000,1400,360000000
12472,peugeot,2008,,25000,1398,835000000
12473,peugeot,207,mt,0,1400,-1
12474,quick,manual,,6850,1400,168000000
12475,toyota,c,hr-hybrid,34000,2018,1850000000
12476,hyundai,sonata,hybrid-gls-plus,31000,2018,1570000000
12477,samand,lx,basic,0,1400,230000000
12478,nissan,x,trail,2000,2018,-1
12479,bmw,5,series-sedan-528i,5000,2014,2700000000
12480,mazda,3,sedan-2.0l-type4,40000,1396,-1
12481,renault,megan,2000,180000,2008,-1
12482,samand,lx,basic,0,1399,222000000
12483,samand,lx,basic,250000,1393,137000000
12484,mercedes,benz,e-class-e250,100000,2015,3400000000
12485,renault,sandero,stepway-at,77000,1396,358000000
12486,quick,manual,,0,1399,166000000
12487,hyundai,i20,ir,30000,1396,-1
12488,jac,s5,at-2000,18000,1397,650000000
12489,volkswagen,tiguan,,65000,2018,2180000000
12490,saina,ex,mt,25000,1398,140000000
12491,kia,cerato,ir-2000-optional,40000,1397,-1
12492,dongfeng,dignity,,7000,1400,-1
12493,dongfeng,h30,cross,32000,1396,-1
12494,renault,koleos,,0,2017,2250000000
12495,kia,cerato,2000,85000,2016,950000000
12496,lifan,x70,,0,1400,-1
12497,peugeot,pars,mt,54000,1397,212000000
12498,jac,s5,at-2000,0,1400,-1
12499,hyundai,santafe,ix45-2400cc,30000,2017,2050000000
12500,peugeot,206,ir-type2,280000,1389,145000000
12501,haima,s5,,43000,1397,562000000
12502,kia,cerato,ir-2000-optional,49000,1396,670000000
12503,mazda,3,ir-type3,195000,1388,425000000
12504,hyundai,santafe,ix45-2400cc,90000,2015,-1
12505,mazda,3,ir-type3,196000,1387,340000000
12506,peugeot,pars,mt,0,1399,-1
12507,jac,s3,at,0,1400,-1
12508,hyundai,tucson,ix35-2.7l,178000,2009,550000000
12509,renault,talisman,e3,30000,2017,-1
12510,tiba,hatchback,ex,0,1400,-1
12511,peugeot,pars,mt,30000,1398,-1
12512,jac,s5,at-1500,0,1400,-1
12513,kia,sportage,basic,60000,2015,1200000000
12514,saina,manual,plus,0,1400,183000000
12515,dena,plus,turbo-automatic,0,1399,-1
12516,lexus,ls,460,173000,2008,3200000000
12517,haval,h2,,0,1397,700000000
12518,jac,j4,,0,1400,-1
12519,samand,lx,basic,220000,1388,95000000
12520,peugeot,405,glx-cng,170000,1396,170000000
12521,peugeot,207,mt,0,1400,321500000
12522,mercedes,benz,c-class-c240,189000,2003,-1
12523,peugeot,206,ir-type5,20000,1398,268000000
12524,jac,s5,at-2000,45000,1397,635000000
12525,renault,pars,tondar,0,1398,-1
12526,mvm,315,hatchback-sport,16000,1398,255000000
12527,dena,plus,turbo-automatic,0,1400,475000000
12528,peugeot,206,ir-type2,62000,1397,190000000
12529,saina,ex,mt,0,1400,-1
12530,peugeot,405,glx,38000,1396,160000000
12531,tiba,sedan,sx,0,1400,-1
12532,kia,cerato,ir-2000-optional,45000,1397,-1
12533,lifan,x60,mt,101000,1393,215000000
12534,peugeot,206,ir-type2,54000,1396,192000000
12535,nissan,juke,platinum,0,2016,960000000
12536,kia,cerato,2000,50000,2017,1140000000
12537,jac,j4,,25000,1398,-1
12538,shahin,g,,0,1400,362000000
12539,peugeot,207,manual-panorama,0,1400,337000000
12540,ford,edge,,20000,2013,-1
12541,hyundai,tucson,ix35-2.4l,80000,2014,965000000
12542,hyundai,tucson,ix35-2.4l,73000,2015,1100000000
12543,kmc,k7,,0,1400,-1
12544,peugeot,206,ir-type2,102000,1394,156000000
12545,lifan,x70,,0,1400,-1
12546,haval,h2,,0,1397,-1
12547,peugeot,206,ir-type2,0,1399,-1
12548,jac,s3,at,25000,1397,-1
12549,hyundai,santafe,ix45-2400cc,30000,2017,1900000000
12550,dena,plus,turbo,1200,1400,427000000
12551,hyundai,sonata,4cyl-automatic,2200,2017,1700000000
12552,dongfeng,h30,cross,0,1396,-1
12553,mazda,3,sedan-2.0l-type4,0,1394,765000000
12554,kia,cerato,ir-2000-optional,21000,1398,805000000
12555,bmw,5,series-sedan-528i,56000,2015,2850000000
12556,hyundai,accent,ir,27000,1397,720000000
12557,peugeot,207,at,0,1398,395000000
12558,mazda,3,sedan-2.0l-type4,0,1398,1180000000
12559,van,caravan,saipa,130000,1385,105000000
12560,peugeot,206,ir-type5,11000,1397,255000000
12561,tara,manual,,0,1400,-1
12562,toyota,prius,3,46000,2017,960000000
12563,renault,fluence,mt,105000,2015,-1
12564,kia,cerato,ir-2000-optional,120000,1396,650000000
12565,mg,6,gt,120000,2012,-1
12566,peugeot,207,mt,0,1399,-1
12567,changan,cs35,ir,18000,1397,465000000
12568,dongfeng,dignity,,0,1400,1275000000
12569,brilliance,h330,at-1.65,0,1400,-1
12570,dena,,,0,1399,-1
12571,peugeot,pars,mt,0,1400,278000000
12572,quick,manual,,4000,1399,161000000
12573,quick,manual,r,0,1400,173000000
12574,runna,plus,,1060,1399,254000000
12575,dongfeng,dignity,,3000,1400,1180000000
12576,hyundai,azera,6cylinder,155000,2013,1200000000
12577,ssang,yong,tivoli-armour,9000,2018,890000000
12578,ssang,yong,tivoli-armour,57000,2018,830000000
12579,ssang,yong,tivoli-ir-solar,0,1400,1030000000
12580,nissan,maxima,ir-at,249000,1387,510000000
12581,ssang,yong,tivoli-ir-solar,0,1400,1030000000
12582,ssang,yong,tivoli-ir-armor,18000,1399,860000000
12583,samand,soren,elx,26000,1398,-1
12584,volvo,xc90,r-design,50000,2017,-1
12585,haima,s7,1.8l-turbo-plus,0,1400,-1
12586,fidelity,prime,7seater,0,1400,1220000000
12587,geely,emgrand7,at,90000,2014,-1
12588,chery,tiggo5,at-excellent,110000,1396,485000000
12589,kia,cerato,koup,180000,2012,640000000
12590,dena,plus,turbo-automatic,0,1400,468000000
12591,kia,optima,basic,80000,2015,-1
12592,peugeot,207,automatic-panorama,0,1400,-1
12593,quick,manual,r,0,1400,-1
12594,renault,megan,ir-2000,250000,1391,-1
12595,hyundai,sonata,hybrid-gls-plus,38000,2017,1480000000
12596,peugeot,pars,mt,0,1399,256000000
12597,kia,cerato,ir-2000-optional,45000,1397,-1
12598,renault,megan,ir-2000,150000,1391,419000000
12599,peugeot,2008,,0,1398,-1
12600,tiba,sedan,sx,0,1400,-1
12601,jac,s5,at-2000,0,1400,790000000
12602,hyundai,sonata,hybrid-gl,0,2017,-1
12603,geely,emgrand7,at,55000,2014,329000000
12604,bmw,x3,28,85000,2014,-1
12605,toyota,prado,4doors-6cylinderonroad,180000,2012,-1
12606,mazda,3,sedan-2.0l-type4,4800,1398,1100000000
12607,toyota,corolla,xli,100000,2009,-1
12608,mercedes,benz,e-class-e250,60000,2015,-1
12609,mercedes,benz,e-class-e250,80000,2016,-1
12610,volvo,xc90,momentum,90000,2017,-1
12611,renault,talisman,e3,0,2018,2200000000
12612,nissan,juke,platinum,4000,2017,-1
12613,hyundai,azera,4cylinder,0,2018,-1
12614,kia,optima,basic,100000,2015,1250000000
12615,bmw,4,series-convertible-428i,120000,2015,-1
12616,peugeot,206,ir-type2,12000,1399,235000000
12617,toyota,corolla,gli,89000,2015,-1
12618,ssang,yong,tivoli-armour,90000,2017,730000000
12619,lexus,nx,200t-f-sport,70000,2016,-1
12620,hyundai,accent,ir,11000,1397,715000000
12621,renault,captur,,117000,2016,670000000
12622,chery,tiggo7,ie,20000,1399,860000000
12623,peugeot,206,ir-type5,180000,1395,185000000
12624,bmw,5,series-sedan-528i,68000,2016,-1
12625,peugeot,206,ir-type2,0,1400,253000000
12626,kia,mohave,v6,200000,2011,1240000000
12627,toyota,prado,4doors-6cylinder,150000,2006,-1
12628,kia,cerato,ir-2000-optional,0,1398,-1
12629,peugeot,206,ir-type2,24000,1398,205000000
12630,nissan,x,trail,105000,2017,-1
12631,chery,tiggo7,ie,0,1400,-1
12632,jac,s5,at-2000,0,1400,770000000
12633,bmw,1,series-125i,9000,2018,-1
12634,chery,arrizo5te,at-excellent,0,1400,-1
12635,maserati,quattroporte,s,40000,2014,-1
12636,hyundai,santafe,ix45-2400cc,0,2017,-1
12637,tiba,sedan,sx,10000,1399,140000000
12638,dena,plus,turbo,0,1400,-1
12639,peugeot,207,manual-panorama,0,1400,330000000
12640,peugeot,206sd,v1,94000,1389,-1
12641,haima,s7,1.8l-turbo-plus,0,1400,824500000
12642,dena,plus,turbo-automatic,0,1400,467000000
12643,peugeot,207,at,13000,1399,-1
12644,tiba,hatchback,ex,0,1400,159000000
12645,hyundai,i20,,50000,2015,539000000
12646,dongfeng,dignity,,0,1400,1299000000
12647,renault,tondar90,e2,33000,1396,-1
12648,peugeot,207,manual-panorama,0,1400,339000000
12649,porsche,panamera,4s,38000,2012,-1
12650,peugeot,pars,cng,0,1400,-1
12651,dongfeng,dignity,,0,1400,1655000000
12652,peugeot,207,mt,0,1400,325000000
12653,kmc,t8,,0,1400,-1
12654,renault,captur,,24000,2017,820000000
12655,dena,,,0,1400,-1
12656,peugeot,pars,mt,0,1400,-1
12657,pride,131,se,48000,1397,117000000
12658,peugeot,207,automatic-panorama,0,1400,-1
12659,peugeot,207,manual-panorama,0,1400,-1
12660,peugeot,207,mt,0,1400,-1
12661,peugeot,207,manual-panorama,0,1400,-1
12662,renault,sandero,stepway-at,81000,1395,365000000
12663,porsche,cayenne,s,29000,2013,-1
12664,uaz,patriot,,0,1400,880000000
12665,peugeot,207,mt,0,1400,-1
12666,peugeot,206,ir-type2,0,1400,-1
12667,pride,111,se,139000,1394,95000000
12668,jac,s5,at-2000,0,1400,759500000
12669,peugeot,pars,lx,0,1400,-1
12670,dongfeng,dignity,,0,1400,-1
12671,peugeot,207,at,0,1399,418000000
12672,dongfeng,dignity,,0,1400,-1
12673,hyundai,tucson,ix35-2.0l-4wd,67000,2017,1650000000
12674,swm,g01,,0,1400,-1
12675,dena,plus,turbo-automatic,0,1400,-1
12676,pride,131,se,14000,1398,-1
12677,haima,s7,1.8l-turbo-plus,0,1400,863500000
12678,mercedes,benz,e-class-e220,120000,1971,-1
12679,kia,optima,basic,87000,2016,1295000000
12680,peugeot,207,manual-panorama,0,1400,-1
12681,volkswagen,tiguan,,80000,2018,2300000000
12682,peugeot,2008,,31000,1398,-1
12683,bmw,x6,50,37000,2013,-1
12684,mvm,x55,excellent-sport,0,1399,-1
12685,hyundai,santafe,ix45-2400cc,111000,2016,1640000000
12686,mazda,3,sedan-2.0l-type4,9000,1398,1010000000
12687,peugeot,pars,mt,0,1400,277000000
12688,hyundai,elantra,2.0l,0,2018,-1
12689,peugeot,207,mt,0,1400,330000000
12690,renault,talisman,e3,0,2018,-1
12691,chery,tiggo5,ie,0,1400,-1
12692,hyundai,genesis,,0,2011,-1
12693,mercedes,benz,c-class-c200,0,2012,-1
12694,hyundai,sonata,4cyl-automatic,160000,2007,-1
12695,peugeot,pars,mt,98000,1387,120000000
12696,kia,sportage,basic,0,2015,1065000000
12697,renault,sandero,stepway-at,38000,1397,455000000
12698,hyundai,santafe,ix45-2400cc,45000,2016,1570000000
12699,hyundai,tucson,ix35-2.4l,149000,2013,840000000
12700,hyundai,santafe,ix45-2400cc,74000,2014,1250000000
12701,hyundai,tucson,ix35-2.4l,101000,2015,1045000000
12702,hyundai,santafe,ix45-2400cc,118000,2014,1230000000
12703,bmw,3,series-gt-328i,41000,2016,2580000000
12704,bmw,x3,28,137000,2014,-1
12705,hyundai,santafe,ix45-2400cc,102000,2015,1395000000
12706,hyundai,santafe,ix45-2400cc,57000,2016,1620000000
12707,mercedes,benz,c-class-c200,34000,2014,2095000000
12708,mercedes,benz,s-class-s500,69000,2013,-1
12709,mercedes,benz,e-class-e200,0,2017,-1
12710,volkswagen,passat,,2000,2018,-1
12711,citroen,c3,ir,19000,1397,-1
12712,kia,cerato,ir-2000-optional,0,1398,-1
